salary,season,team
1805160,2007-08,Chicago Bulls
1931160,2008-09,Oklahoma City Thunder
2759628,2009-10,Oklahoma City Thunder
3250000,2010-11,Oklahoma City Thunder
3300000,2011-12,Oklahoma City Thunder
3600000,2012-13,Oklahoma City Thunder
3900000,2013-14,Oklahoma City Thunder
4150000,2014-15,Atlanta Hawks
4000000,2015-16,Atlanta Hawks
3850000,2016-17,Atlanta Hawks
