turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,1994-95,19,27,55,135,Duquesne University,123,381,,36,,27
,1995-96,20,106,151,384,Duquesne University,318,843,,94,,27
,1996-97,21,76,141,366,Duquesne University,325,862,,93,,27
,1997-98,22,104,190,526,Duquesne University,443,,65,106,7,30
