salary,season,team
10250000,2007-08,New Orleans Hornets
11350000,2008-09,New Orleans Hornets
11850000,2009-10,Charlotte Bobcats
12600000,2010-11,Dallas Mavericks
13107837,2011-12,New York Knicks
13604188,2012-13,New York Knicks
14100538,2013-14,New York Knicks
14598888,2014-15,Dallas Mavericks
13000000,2015-16,Phoenix Suns
12415000,2016-17,Phoenix Suns
