turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,18,46,96,306,University of Tulsa,233,,35,155,26,31
92,2007-08,19,88,208,608,University of Tulsa,426,,39,212,29,39
93,2008-09,20,128,169,503,University of Tulsa,386,,54,175,18,36
80,2009-10,21,163,184,534,University of Tulsa,403,1202,34,163,26,35
