salary,season,team
2323080,2007-08,Golden State Warriors
2497320,2008-09,Golden State Warriors
2671440,2009-10,Golden State Warriors
3398072,2010-11,New Jersey Nets
5000000,2013-14,Dallas Mavericks
5000000,2014-15,Phoenix Suns
5500000,2015-16,Memphis Grizzlies
5700000,2016-17,Memphis Grizzlies
