turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
21,1996-97,18,13,24,67,Villanova University,51,357,5,96,18,33
,1997-98,19,22,91,240,Villanova University,194,,19,168,40,29
56,1998-99,20,31,136,357,Villanova University,241,887,25,201,71,32
74,1999-00,21,32,184,467,Villanova University,360,1103,23,243,62,33
