turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,19,27,66,206,Duke University,165,634,28,150,9,33
,2005-06,20,29,61,171,Duke University,135,517,20,82,3,24
,2006-07,21,66,174,465,Duke University,364,1052,44,177,17,33
84,2007-08,22,100,172,494,Duke University,351,1051,53,197,11,34
