turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
17,2008-09,19,26,55,196,Marquette University,107,,17,138,16,35
39,2009-10,20,68,148,499,Marquette University,279,1165,45,216,21,34
54,2010-11,21,86,187,582,Marquette University,382,1282,53,225,13,37
