salary,season,team
1542600,2008-09,Philadelphia 76ers
1658280,2009-10,Philadelphia 76ers
1773960,2010-11,Philadelphia 76ers
2721255,2011-12,Memphis Grizzlies
4200000,2012-13,Cleveland Cavaliers
3500000,2013-14,Golden State Warriors
3657500,2014-15,Golden State Warriors
3815000,2015-16,Golden State Warriors
1403611,2016-17,Los Angeles Clippers
