turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
68,2008-09,18,24,126,328,University of Alabama,234,,30,242,51,32
79,2009-10,19,33,162,438,University of Alabama,327,837,27,222,52,31
95,2010-11,20,49,190,527,University of Alabama,374,948,49,256,70,34
70,2011-12,21,46,136,363,University of Alabama,249,760,19,192,39,26
