turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,1992-93,18,30,23,84,College of Charleston,58,273,,44,,27
,1994-95,20,68,34,100,College of Charleston,87,492,,53,,29
,1995-96,21,193,119,329,College of Charleston,259,946,,92,,29
,1996-97,22,229,158,446,College of Charleston,313,1099,,113,,32
