turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2003-04,18,21,46,111,University of California,119,409,11,88,22,26
,2004-05,19,47,85,202,University of California,171,690,16,138,31,28
,2006-07,21,104,153,432,California State University, Fresno,325,1054,28,314,114,32
