salary,season,team
1563120,2012-13,Cleveland Cavaliers
1633440,2013-14,Cleveland Cavaliers
1703760,2014-15,Boston Celtics
2616975,2015-16,Boston Celtics
8000000,2016-17,Boston Celtics
