salary,season,team
6050000,2007-08,Miami Heat
6575000,2008-09,Miami Heat
7100000,2009-10,Miami Heat
3500000,2010-11,Miami Heat
3780000,2011-12,Miami Heat
4060000,2012-13,Miami Heat
4340000,2013-14,Miami Heat
2732000,2014-15,Miami Heat
2854940,2015-16,Miami Heat
4000000,2016-17,Miami Heat
