turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,1999-00,19,8,32,77,Auburn University,72,216,5,45,2,17
,2000-01,20,50,206,503,Auburn University,395,974,71,223,23,32
,2001-02,21,116,115,325,Auburn University,260,807,54,148,6,28
,2002-03,22,113,244,625,Auburn University,476,1187,78,210,8,34
