salary,season,team
1919160,2010-11,Toronto Raptors
2063040,2011-12,Toronto Raptors
2207040,2012-13,Memphis Grizzlies
3153860,2013-14,Memphis Grizzlies
981084,2014-15,Los Angeles Lakers
7000000,2015-16,Portland Trail Blazers
6666667,2016-17,Portland Trail Blazers
