salary,season,team
5800000,2007-08,Seattle SuperSonics
6200000,2008-09,Oklahoma City Thunder
6600000,2009-10,Oklahoma City Thunder
2800000,2009-10,Indiana Pacers
1229255,2010-11,Utah Jazz
2000000,2011-12,Utah Jazz
2000000,2012-13,Utah Jazz
1399507,2013-14,Portland Trail Blazers
