salary,season,team
525000,2010-11,San Antonio Spurs
762195,2011-12,San Antonio Spurs
854389,2012-13,San Antonio Spurs
3250000,2013-14,Milwaukee Bucks
3250000,2014-15,Minnesota Timberwolves
2100000,2015-16,Washington Wizards
72193,2016-17,Atlanta Hawks
