turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
4,2009-10,18,1,8,20,University of Notre Dame,20,111,3,37,5,21
11,2010-11,19,11,55,125,University of Notre Dame,84,351,8,106,18,34
45,2011-12,20,25,158,414,University of Notre Dame,253,947,20,295,52,33
50,2012-13,21,29,173,458,University of Notre Dame,299,1026,23,354,41,35
