salary,season,team
11111110,2007-08,Charlotte Bobcats
12222221,2008-09,Phoenix Suns
13333333,2009-10,Phoenix Suns
14444444,2010-11,Orlando Magic
5395000,2011-12,Orlando Magic
5799625,2012-13,Philadelphia 76ers
6204250,2013-14,Philadelphia 76ers
6601125,2014-15,Philadelphia 76ers
