turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
54,2007-08,19,9,90,229,Georgia Institute of Technology,158,,12,113,32,32
79,2008-09,20,19,184,467,Georgia Institute of Technology,331,,31,294,46,31
78,2009-10,21,15,172,471,Georgia Institute of Technology,325,930,16,305,49,36
