salary,season,team
13041250,2007-08,Miami Heat
14410581,2008-09,Miami Heat
15779912,2009-10,Miami Heat
14200000,2010-11,Miami Heat
15691000,2011-12,Miami Heat
17182000,2012-13,Miami Heat
18673000,2013-14,Miami Heat
15000000,2014-15,Miami Heat
20000000,2015-16,Miami Heat
23200000,2016-17,Chicago Bulls
