salary,season,team
2238360,2012-13,New Orleans Hornets
2339040,2013-14,New Orleans Pelicans
2439840,2014-15,Los Angeles Clippers
3100000,2015-16,Los Angeles Clippers
11000000,2016-17,Los Angeles Clippers
