turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
11,2007-08,19,0,15,35,Florida State University,31,,1,20,11,10
56,2008-09,20,12,122,295,Florida State University,226,,18,197,73,35
61,2009-10,21,16,133,374,Florida State University,249,820,20,198,75,32
