salary,season,team
2100000,2009-10,Milwaukee Bucks
2320500,2010-11,Milwaukee Bucks
2541000,2011-12,Milwaukee Bucks
7900000,2012-13,Milwaukee Bucks
7900000,2013-14,Milwaukee Bucks
7900000,2014-15,Detroit Pistons
7900000,2015-16,Orlando Magic
8400000,2016-17,Atlanta Hawks
