salary,season,team
4404629,2007-08,Los Angeles Clippers
370000,2008-09,Memphis Grizzlies
296695,2009-10,Oklahoma City Thunder
3500000,2010-11,Charlotte Bobcats
3500000,2011-12,Milwaukee Bucks
1000000,2012-13,Houston Rockets
768720,2012-13,Cleveland Cavaliers
256240,2012-13,Washington Wizards
1272279,2013-14,Brooklyn Nets
5305000,2014-15,Golden State Warriors
5543725,2015-16,Golden State Warriors
5782450,2016-17,Golden State Warriors
