salary,season,team
4133280,2011-12,Utah Jazz
4443360,2012-13,Utah Jazz
4505280,2013-14,Utah Jazz
5694674,2014-15,Oklahoma City Thunder
16400000,2015-16,Oklahoma City Thunder
17145838,2016-17,Oklahoma City Thunder
