turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2002-03,21,67,126,358,University of Louisville,258,696,28,94,40,32
,2003-04,22,131,149,460,University of Louisville,345,850,52,127,38,28
,2004-05,23,148,187,595,University of Louisville,428,1211,65,158,56,38
