salary,season,team
3726600,2011-12,Cleveland Cavaliers
4006080,2012-13,Cleveland Cavaliers
4062000,2013-14,Cleveland Cavaliers
5138430,2014-15,Cleveland Cavaliers
14260870,2015-16,Cleveland Cavaliers
15330435,2016-17,Cleveland Cavaliers
