turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
21,2007-08,19,3,54,152,Oakland University,107,,5,102,40,29
38,2008-09,20,25,191,516,Oakland University,307,,20,280,87,36
58,2009-10,21,28,208,607,Oakland University,390,1095,15,367,117,35
66,2010-11,22,38,231,628,Oakland University,422,1133,28,354,125,35
