turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,19,38,123,321,University of Southern California,279,746,22,118,9,29
,2005-06,20,49,191,518,University of Southern California,409,1017,31,198,7,30
,2006-07,21,50,239,647,University of Southern California,455,1227,27,171,10,37
