salary,season,team
2535720,2007-08,Minnesota Timberwolves
2725920,2008-09,Minnesota Timberwolves
2916120,2009-10,Minnesota Timberwolves
3703472,2010-11,New York Knicks
3059000,2011-12,Denver Nuggets
3243000,2012-13,Denver Nuggets
4500000,2013-14,Minnesota Timberwolves
4702500,2014-15,Houston Rockets
8200000,2015-16,Houston Rockets
7600000,2016-17,Los Angeles Lakers
