turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,18,63,87,241,University of Florida,169,791,46,110,13,32
,2005-06,19,128,171,494,University of Florida,365,1095,61,186,16,39
,2006-07,20,109,169,490,University of Florida,356,1053,69,173,15,37
