salary,season,team
1889760,2007-08,Cleveland Cavaliers
3850000,2008-09,Cleveland Cavaliers
4254250,2009-10,Cleveland Cavaliers
1069509,2010-11,Boston Celtics
1146337,2011-12,Dallas Mavericks
992680,2012-13,Dallas Mavericks
