salary,season,team
3000000,2007-08,Golden State Warriors
926678,2008-09,Phoenix Suns
1600000,2009-10,Orlando Magic
1765000,2010-11,Los Angeles Lakers
1906200,2011-12,Los Angeles Lakers
1229255,2012-13,Los Angeles Clippers
3250000,2013-14,Los Angeles Clippers
3396250,2014-15,Los Angeles Clippers
3542500,2015-16,Memphis Grizzlies
6125000,2016-17,Sacramento Kings
383351,2016-17,Golden State Warriors
