turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,19,12,67,193,University of Connecticut,121,,6,199,118,31
58,2007-08,20,12,114,346,University of Connecticut,189,,9,260,147,33
68,2008-09,21,17,178,489,University of Connecticut,278,,22,388,152,36
