turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,18,18,54,167,North Carolina State University,102,,13,81,14,36
18,2007-08,19,14,27,83,North Carolina State University,71,,9,31,8,26
18,2008-09,20,36,63,192,North Carolina State University,140,,11,85,9,30
57,2009-10,21,50,151,430,North Carolina State University,318,1005,36,178,35,36
