turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2002-03,19,61,141,406,University of Florida,345,844,34,81,1,33
,2003-04,20,108,180,538,University of Florida,390,937,34,89,3,30
,2004-05,21,77,193,561,University of Florida,423,951,22,65,3,30
