turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2001-02,18,15,154,370,Rice University,269,716,22,248,35,29
,2002-03,19,30,172,427,Rice University,276,731,30,205,25,28
,2003-04,20,40,217,578,Rice University,360,1016,45,295,22,33
,2004-05,21,39,240,639,Rice University,395,1008,40,363,37,31
