salary,season,team
1137000,2007-08,Charlotte Bobcats
1222320,2008-09,Phoenix Suns
1307640,2009-10,Phoenix Suns
2151068,2010-11,Phoenix Suns
4250000,2011-12,Phoenix Suns
4250000,2012-13,Phoenix Suns
4250000,2013-14,Los Angeles Clippers
4250000,2014-15,Milwaukee Bucks
4250000,2015-16,Washington Wizards
10470000,2016-17,Phoenix Suns
