turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,19,6,29,70,University of Arkansas,57,471,14,69,54,30
,2005-06,20,14,44,97,University of Arkansas,93,715,23,113,91,32
,2006-07,21,14,93,218,University of Arkansas,145,824,37,154,99,35
35,2007-08,22,9,59,148,University of Arkansas,87,570,19,102,74,35
