salary,season,team
1184400,2007-08,Miami Heat
1273200,2008-09,Miami Heat
1362120,2009-10,Miami Heat
2169857,2010-11,Oklahoma City Thunder
3341558,2011-12,Oklahoma City Thunder
3090042,2012-13,Houston Rockets
589769,2012-13,Chicago Bulls
