turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2001-02,19,86,77,262,Marquette University,179,781,39,81,2,33
,2002-03,20,184,124,391,Marquette University,313,1146,47,105,5,33
,2003-04,21,187,179,584,Marquette University,424,1060,41,97,0,31
,2004-05,22,160,131,454,Marquette University,312,783,31,90,1,23
