off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
6,1,.364,1,2015-16,21,BOS,8,21,22,57,PF,7,regular,0,11,16
13,7,.441,9,2016-17,22,BOS,15,38,34,141,PF,21,regular,3,6,25
1,2,.500,0,2015-16,21,BOS,2,4,4,10,PF,1,playoffs,0,1,2
0,0,.400,1,2016-17,22,BOS,2,4,5,18,PF,5,playoffs,0,1,2
