turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
78,2013-14,19,36,172,435,Louisiana State University,322,1116,21,267,106,34
101,2014-15,20,40,191,478,Louisiana State University,379,1081,29,308,112,31
