salary,season,team
7000000,2007-08,Los Angeles Clippers
8275862,2008-09,Golden State Warriors
8937931,2009-10,Golden State Warriors
9600000,2010-11,Milwaukee Bucks
10262069,2011-12,Charlotte Bobcats
10924138,2012-13,Detroit Pistons
