turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2005-06,18,15,115,295,Arizona State University,233,,12,165,23,27
,2006-07,19,26,145,363,Arizona State University,263,,18,272,22,30
67,2007-08,20,29,153,421,Arizona State University,258,,15,218,56,34
43,2008-09,21,31,198,509,Arizona State University,300,,17,287,30,35
