off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
99,60,.659,77,2013-14,23,BRK,199,520,302,1275,C,209,regular,49,55,70
175,74,.573,106,2014-15,24,BRK,280,717,489,1743,C,337,regular,65,63,82
201,226,.516,154,2015-16,25,POR,267,749,517,2084,C,427,regular,68,85,82
170,284,.536,134,2016-17,26,TOT,334,842,623,2148,C,435,regular,69,92,81
120,214,.532,88,2016-17,26,POR,235,597,442,1516,C,312,regular,50,63,54
50,70,.547,46,2016-17,26,DEN,99,245,181,632,C,123,regular,19,29,27
5,2,.438,9,2013-14,23,BRK,7,22,16,114,C,18,playoffs,3,7,10
2,2,.667,3,2014-15,24,BRK,4,12,6,49,C,6,playoffs,4,2,6
37,53,.400,25,2015-16,25,POR,28,77,70,306,C,93,playoffs,7,11,11
