turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,20,157,114,334,University of Maryland,257,,39,112,5,34
149,2007-08,21,231,199,577,University of Maryland,461,,47,193,9,34
98,2008-09,22,176,218,613,University of Maryland,538,,49,189,13,35
111,2009-10,23,208,220,647,University of Maryland,513,1120,56,153,12,33
