turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2001-02,19,51,71,182,University of Florida,169,615,27,86,17,30
,2003-04,21,96,71,214,University of Cincinnati,185,677,24,109,18,27
,2004-05,22,102,109,337,University of Cincinnati,246,940,30,158,12,33
,2005-06,23,67,177,537,University of Cincinnati,363,1104,36,167,28,33
