salary,season,team
1009680,2009-10,Memphis Grizzlies
1085400,2010-11,Houston Rockets
544331,2011-12,Utah Jazz
289382,2011-12,Denver Nuggets
2557545,2013-14,Atlanta Hawks
2442455,2014-15,Atlanta Hawks
13500000,2015-16,Toronto Raptors
14200000,2016-17,Toronto Raptors
