turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,18,2,2,7,Seton Hall University,8,,0,19,7,18
,2005-06,19,2,19,54,Seton Hall University,50,,4,91,13,26
12,2007-08,21,8,48,127,University of Houston,96,,10,115,22,29
37,2008-09,22,22,128,361,University of Houston,254,,15,276,69,33
