salary,season,team
938760,2007-08,San Antonio Spurs
1009200,2008-09,San Antonio Spurs
1079640,2009-10,San Antonio Spurs
762196,2010-11,Dallas Mavericks
4000000,2012-13,Indiana Pacers
4000000,2013-14,Indiana Pacers
4000000,2014-15,Indiana Pacers
4000000,2015-16,Indiana Pacers
15944154,2016-17,Washington Wizards
