salary,season,team
8218990,2007-08,Washington Wizards
9249980,2008-09,Washington Wizards
9780970,2009-10,Dallas Mavericks
10561960,2010-11,Dallas Mavericks
8000000,2011-12,Los Angeles Clippers
8000000,2012-13,Los Angeles Clippers
8000000,2013-14,Phoenix Suns
4500000,2014-15,Milwaukee Bucks
1499187,2015-16,Sacramento Kings
517220,2016-17,Sacramento Kings
