turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,18,92,124,356,University of Southern California,255,870,56,73,2,29
,2005-06,19,78,130,422,University of Southern California,312,859,55,101,7,25
,2006-07,20,113,104,324,University of Southern California,250,861,47,73,7,26
