salary,season,team
1100000,2007-08,Utah Jazz
1188000,2008-09,Utah Jazz
1250000,2009-10,Utah Jazz
1380000,2010-11,Utah Jazz
1069509,2011-12,Phoenix Suns
1265977,2013-14,Orlando Magic
1316809,2014-15,Los Angeles Lakers
1499187,2015-16,Phoenix Suns
2557545,2016-17,Oklahoma City Thunder
465143,2016-17,Phoenix Suns
