salary,season,team
1009560,2007-08,Los Angeles Lakers
1080000,2008-09,Los Angeles Lakers
1947240,2009-10,Los Angeles Lakers
3750000,2010-11,New Jersey Nets
4000000,2011-12,New Jersey Nets
1500000,2012-13,Atlanta Hawks
1106941,2013-14,Los Angeles Lakers
2077000,2014-15,Los Angeles Clippers
191456,2015-16,Memphis Grizzlies
510921,2016-17,Los Angeles Clippers
82979,2016-17,Sacramento Kings
