turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
60,2009-10,18,56,121,373,Murray State University,243,733,31,81,1,36
64,2010-11,19,76,112,375,Murray State University,269,900,34,61,3,32
89,2011-12,20,120,187,626,Murray State University,400,1112,45,114,2,33
98,2012-13,21,133,215,676,Murray State University,499,1131,47,110,4,31
