salary,season,team
6630000,2007-08,Golden State Warriors
7140000,2008-09,Golden State Warriors
7650000,2009-10,Charlotte Bobcats
8453250,2010-11,Charlotte Bobcats
9256500,2011-12,Milwaukee Bucks
10059750,2012-13,San Antonio Spurs
