salary,season,team
1756951,2007-08,Los Angeles Lakers
4524887,2008-09,Los Angeles Lakers
5000000,2009-10,Los Angeles Lakers
5475113,2010-11,New Jersey Nets
1356146,2015-16,New York Knicks
1410598,2016-17,New York Knicks
