salary,season,team
1217400,2007-08,Portland Trail Blazers
2002623,2008-09,Indiana Pacers
4500000,2009-10,Toronto Raptors
4600000,2010-11,New Orleans Hornets
5000000,2011-12,New Orleans Hornets
5400000,2012-13,Golden State Warriors
6300000,2013-14,Cleveland Cavaliers
6300000,2014-15,Brooklyn Nets
6300000,2015-16,Brooklyn Nets
1551659,2016-17,Atlanta Hawks
500000,2016-17,Brooklyn Nets
91274,2016-17,New Orleans Pelicans
