off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
1,2,.583,1,2009-10,25,BOS,3,7,6,22,SG,3,regular,0,0,1
