salary,season,team
1091640,2007-08,New York Knicks
1173480,2008-09,New York Knicks
1255440,2009-10,New York Knicks
2130482,2010-11,Denver Nuggets
5930414,2012-13,Denver Nuggets
6344164,2013-14,Denver Nuggets
6757913,2014-15,Denver Nuggets
10500000,2015-16,Denver Nuggets
11200000,2016-17,Denver Nuggets
