salary,season,team
4991520,2007-08,Milwaukee Bucks
6294310,2008-09,Milwaukee Bucks
10000000,2009-10,Milwaukee Bucks
11000000,2010-11,Milwaukee Bucks
12000000,2011-12,Milwaukee Bucks
13000000,2012-13,Golden State Warriors
14000000,2013-14,Golden State Warriors
12972973,2014-15,Golden State Warriors
12000000,2015-16,Golden State Warriors
11027027,2016-17,Philadelphia 76ers
242224,2016-17,Cleveland Cavaliers
